award_id_piid,current_total_value_of_award,recipient_name,financial_year,uniqueness,years
70CTD018FC0000042,2549.61,FCN,2018,unique,2018-only
70CTD018FC0000051,2549.61,FCN,2018,unique,2018-only
70CTD018FC0000061,2549.61,FCN,2018,unique,2018-only
70CDCR18FR0000031,2657.53,"GARRETT ELECTRONICS, INC.",2018,unique,2018-only
70CMSD18P00000020,2760,"SONITROL SECURITY SERVICES, INC.",2018,unique,2018-only
HSCEDM15P00068,2850,COUNTY OF TWIN FALLS,2018,unique,2018-only
HSCEDM16P00068,2955.85,COMPASS HOUSE,2018,unique,2018-only
70CDCR18P00000039,3000,"AMERICAN FIREARMS SCHOOL, LLC",2018,unique,2018-only
70CMSD18P00000024,3125,"MACQUEEN, MICHAEL C",2018,unique,2018-only
70CTD018FC0000083,3312.96,FCN,2018,unique,2018-only
70CDCR18P00000046,3395.76,HAYNES SECURITY CORP,2018,unique,2018-only
70CTD018FC0000024,3399.48,FCN,2018,unique,2018-only
70CMSD18FR0000016,3470,ITIN SCALE COMPANY INCORPORATED,2018,unique,2018-only
HSCETC09P00009,3470,BENNET COMMUNICATIONS INC,2018,unique,2018-only
70CMSW18FR0000005,3500,UNITED PARCEL SERVICE CO.,2018,unique,2018-only
HSCEDM16P00097,3548,"MARENTCO, INC.",2018,unique,2018-only
70CMSD18FC0000019,3565.92,FCN,2018,unique,2018-only
70CDCR18P00000092,3568,"VICTORY SUPPLY, LLC",2018,unique,2018-only
70CMSD18P00000090,3600,"MARQUIS CONSULTING SERVICES, INC.",2018,unique,2018-only
70CMSW18FACR00003,3615.12,LINKEDIN CORPORATION,2018,unique,2018-only
70CDCR18FR0000014,3638.57,ALLIED MODULAR BUILDING SYSTEMS INCORPORATED,2018,unique,2018-only
70CMSD18P00000009,3646,"COMPU DYNAMICS, LLC",2018,unique,2018-only
70CDCR18FR0000030,3688,"HEARTSAFE AMERICA, INC",2018,unique,2018-only
70CDCR18P00000022,3785,INTERCONNECT COMMUNICATION SPECIALISTS,2018,unique,2018-only
70CTD018P00000009,3795,"METROTEC, INC.",2018,unique,2018-only
70CDCR18FR0000077,3825,"KPAUL PROPERTIES, LLC",2018,unique,2018-only
70CMSD18FC0000035,3876.76,FCN,2018,unique,2018-only
70CMSD18FR0000097,3884.7,INTERNATIONAL TELEVISION CORP,2018,unique,2018-only
70CDCR18P00000105,3890.88,"INTERCEPTOR PUBLIC SAFETY PRODUCTS, INC.",2018,unique,2018-only
70CDCR18FR0000081,3900,"INDEPENDENT HARDWARE, INC.",2018,unique,2018-only
70CMSD18FR0000105,3929.99,"AUTOMATION AIDS, INC",2018,unique,2018-only
70CDCR18P00000098,3940,AUTOCLEAR LLC,2018,unique,2018-only
70CMSD18P00000016,3950,BENCHMARK FILING & SHEVLING SYSTEMS,2018,unique,2018-only
70CDCR18P00000050,3997,GLOBAL SYSTEMS OF AMERICA CORPORATION,2018,unique,2018-only
70CMSD18P00000022,4000,ASSET SECURITY TRACKING RECOVE,2018,unique,2018-only
70CMSW18P00000023,4000,"RUDMAN WINK ASSOCIATES, LLC",2018,unique,2018-only
70CMSD18FR0000099,4037,SAI SYSTEMS INTERNATIONAL INCORPORATED,2018,unique,2018-only
70CTD018FC0000030,4106.62,FCN,2018,unique,2018-only
70CMSD18P00000055,4130,ADVANCED MARKETING & SALES ASSOCIATES,2018,unique,2018-only
70CMSD18P00000010,4182,"FEDERAL LOCK AND SAFE, INCORPORATED",2018,unique,2018-only
70CDCR18FR0000012,4225.22,"CONTRACT FURNISHINGS, INC.",2018,unique,2018-only
70CDCR18FR0000029,4240,"FERBAK, INC.",2018,unique,2018-only
70CDCR18P00000094,4254.86,COUNTY OF ORANGE,2018,unique,2018-only
HSCEMR16P00018,4285.68,PREMIUM PARKING SERVICE LLC,2018,unique,2018-only
70CMSD18FC0000038,4322.73,FCN,2018,unique,2018-only
70CTD018P00000005,4365.63,"ZONES, INC.",2018,unique,2018-only
HSCETE08J00426,4370.68,ST NET APPTIS FIRSTSOURCE JOINT VENTURE,2018,unique,2018-only
HSCEMD16P00128,4400.16,JTF BUSINESS SYSTEMS CORPORATION,2018,unique,2018-only
70CMSD18FC0000024,4442.76,FCN,2018,unique,2018-only
70CMSD18FC0000043,4473.28,FCN,2018,unique,2018-only
70CMSD18FR0000058,4570.52,"KUSAR COURT REPORTERS & LEGAL SERVICES,INC.",2018,unique,2018-only
70CMSD18FC0000036,4577.48,FCN,2018,unique,2018-only
70CMSD18FC0000026,4664.2,FCN,2018,unique,2018-only
70CDCR18P00000010,4800,"COMCAST CABLE COMMUNICATIONS, LLC",2018,unique,2018-only
70CMSW18P00000035,4820.2,TUCSON HOTELS LP,2018,unique,2018-only
70CMSW18P00000032,4838.2,TESTEQUITY LLC,2018,unique,2018-only
70CMSD18FC0000022,4856.48,FCN,2018,unique,2018-only
70CDCR18P00000058,4865,7655762 CANADA INC,2018,unique,2018-only
70CMSW18FR0000022,4950,"CORONADO DISTRIBUTION COMPANY, INC.",2018,unique,2018-only
70CTD018FR0000012,4973.52,"INTERACTIVE COMMUNICATIONS SOLUTIONS GROUP, INC.",2018,unique,2018-only
70CTD018FC0000022,5099.22,FCN,2018,unique,2018-only
70CTD018FC0000039,5099.22,FCN,2018,unique,2018-only
70CTD018FC0000048,5099.22,FCN,2018,unique,2018-only
70CMSD18P00000053,5100,CALLYO 2009 CORP.,2018,unique,2018-only
70CMSW18P00000029,5149.08,TESTEQUITY LLC,2018,unique,2018-only
70CMSD18FC0000037,5205.41,FCN,2018,unique,2018-only
70CMSW18P00000031,5253.99,"FORBES, INC., C.",2018,unique,2018-only
70CMSD18FC0000031,5279.85,FCN,2018,unique,2018-only
70CMSD18P00000100,5280,CALLYO 2009 CORP.,2018,unique,2018-only
70CMSD18FR0000114,5300.76,"BLUE FISH WORX, L.P.",2018,unique,2018-only
70CMSD18FC0000023,5348.88,FCN,2018,unique,2018-only
HSCETE12J00084,5395.12,CELLCO PARTNERSHIP DBA VERIZON WIRELESS,2018,unique,2018-only
HSCEMD16P00073,5501.94,"VONHOF, JEANNE M ARBITRATOR AND MEDIATOR",2018,unique,2018-only
70CMSD18FR0000004,5504.5,"STRONG GROUP, INC.",2018,unique,2018-only
70CTD018FC0000066,5539.44,FCN,2018,unique,2018-only
HSCEDM14P00105,5550,COUNTY OF LANE,2018,unique,2018-only
70CTD018P00000010,5555,"VOUND COLORADO, LTD.",2018,unique,2018-only
70CDCR18P00000042,5563.03,FEDERAL CONTRACTS CORP,2018,unique,2018-only
70CMSD18P00000003,5654,"COMPU DYNAMICS, LLC",2018,unique,2018-only
70CDCR18FR0000032,5655.04,"MIDWEST SECURITY SERVICES, INC",2018,unique,2018-only
70CMSD18P00000011,5750,CALLYO 2009 CORP.,2018,unique,2018-only
HSCEDM15P00060,5751,"MUSSELSHELL, COUNTY OF",2018,unique,2018-only
HSCETE17P00006,5760,LIVEU INC.,2018,unique,2018-only
70CMSD18FC0000025,5815.14,FCN,2018,unique,2018-only
70CMSD18P00000092,5831.59,BAHFED CORP.,2018,unique,2018-only
70CTD018FC0000070,5833.7,FCN,2018,unique,2018-only
70CMSD18P00000077,5840,"RESEARCH ELECTRONICS INTERNATIONAL, L.L.C.",2018,unique,2018-only
70CDCR18FC0000016,5848.86,"HERMAN MILLER, INC.",2018,unique,2018-only
70CMSW18FR0000007,5862.5,COMPLETE BOOK & MEDIA SUPPLY I,2018,unique,2018-only
70CMSD18P00000028,5932.74,"SENTRY AIR SYSTEMS, INC.",2018,unique,2018-only
70CMSD18P00000040,6000,CALLYO 2009 CORP.,2018,unique,2018-only
70CMSD18P00000033,6025,NORFOLK SAFE COMPANY,2018,unique,2018-only
70CMSD18FC0000020,6156.95,FCN,2018,unique,2018-only
70CDCR18P00000062,6180,J & S POWER SOLUTIONS INC,2018,unique,2018-only
70CDCR18FR0000042,6237,COMPONENT SOURCING GROUP,2018,unique,2018-only
70CTD018FC0000087,6335.82,FCN,2018,unique,2018-only
70CMSD18FC0000032,6569.34,FCN,2018,unique,2018-only
70CDCR18C00000001,6877,"RANGE 54, LLC",2018,unique,2018-only
70CTD018FC0000088,6890.12,FCN,2018,unique,2018-only
HSCEDM17F00065,6894.48,"LIGHTED SIGNS DIRECT, INC",2018,unique,2018-only
70CDCR18FR0000079,6927.59,"LIFE FITNESS, INC.",2018,unique,2018-only
70CMSD18P00000082,6940,AMPED SOFTWARE INC.,2018,unique,2018-only
70CTD018FC0000086,6948.06,FCN,2018,unique,2018-only
HSCEMR10P00025,7000,"COMMERCIAL MOVING SOLUTIONS, INC.",2018,unique,2018-only
HSCEMS17P00072,7220.31,"SOUTHWEST SOLUTIONS GROUP, INC.",2018,unique,2018-only
70CDCR18FR0000062,7407,"FRANKLIN YOUNG INTERNATIONAL, INCORPORATED",2018,unique,2018-only
70CMSD18P00000061,7500,"SENEVIRATNE, ANUSHA",2018,unique,2018-only
HSCEMD17F00046,7545.51,FISHER SCIENTIFIC COMPANY L.L.C.,2018,unique,2018-only
70CMSD18FR0000055,7555.86,"SINGHAL & CO, INC",2018,unique,2018-only
70CDCR18FR0000028,7558,PENN TOOL CO INC,2018,unique,2018-only
70CTD018FC0000027,7725.68,FCN,2018,unique,2018-only
70CDCR18FR0000043,7942.37,"LIFE FITNESS, INC.",2018,unique,2018-only
70CTD018FC0000040,7942.52,FCN,2018,unique,2018-only
70CMSD18P00000032,7999,"SEIKOSOFT, LLC",2018,unique,2018-only
70CDCR18P00000059,8000,"VINELAND, CITY OF",2018,unique,2018-only
70CDCR18P00000074,8000,"GREEN 320, LLC",2018,unique,2018-only
70CMSD18P00000101,8000,SAFER SOCIETY GROUP SWEDEN AB,2018,unique,2018-only
HSCEMR12J00006,8012.55,KYOCERA MITA AMERICA INC,2018,unique,2018-only
70CMSD18P00000062,8207.04,"ELECTRONIC RISKS CONSULTANTS, INC",2018,unique,2018-only
70CMSW18FR0000017,8222.5,"HARDIGG INDUSTRIES, INC.",2018,unique,2018-only
70CTD018FC0000078,8248.38,FCN,2018,unique,2018-only
70CMSD18P00000012,8329.05,"SHORE SOLUTIONS, INC.",2018,unique,2018-only
HSCEMR17P00003,8332.2,"ATKINSON-BAKER, INC.",2018,unique,2018-only
HSCETE12J00451,8384.98,WILDFLOWER INTERNATIONAL LIMITED,2018,unique,2018-only
70CDCR18P00000045,8440.27,"JOHNSON CONTROLS, INC.",2018,unique,2018-only
70CDCR18FR0000039,8514,CAPITAL SHREDDER CORP,2018,unique,2018-only
70CMSW18FR0000037,8530,FOSTER & LEVESQUE LLC,2018,unique,2018-only
70CDCR18P00000093,8708.55,"HALE OUTDOOR PRODUCTS, LLC",2018,unique,2018-only
HSCEMR17F00023,8729.91,VICON INDUSTRIES INC,2018,unique,2018-only
70CMSD18P00000031,8760,CALLYO 2009 CORP.,2018,unique,2018-only
70CDCR18P00000112,8849.49,"PMA-13, INC.",2018,unique,2018-only
70CMSD18FC0000030,8914.8,FCN,2018,unique,2018-only
70CDCR18P00000081,9000,DENVER HEALTH AND HOSPITALS AUTHORITY,2018,unique,2018-only
70CMSW18P00000020,9117.45,"GAYLORD BROS., INC.",2018,unique,2018-only
HSCECR12F00015,9134.97,KYOCERA MITA AMERICA INC,2018,unique,2018-only
HSCEMS10F00036,9164.05,ALON INCORPORATED,2018,unique,2018-only
70CTD018FC0000019,9302.56,FCN,2018,unique,2018-only
70CMSD18FC0000021,9310.26,FCN,2018,unique,2018-only
70CMSD18P00000050,9316,"VOUND COLORADO, LTD.",2018,unique,2018-only
70CMSD18FR0000023,9320,CENTRAL STATES WIRE PRODUCTS INCORPORATED,2018,unique,2018-only
70CDCR18FC0000022,9333.8,THE OFFICE GROUP INC,2018,unique,2018-only
HSCEMS16P00019,9425,UNIVERSAL MUSIC-MGB NA LLC,2018,unique,2018-only
70CMSW18P00000004,9529.7,"MONTROSE AIR QUALITY SERVICES, LLC",2018,unique,2018-only
70CMSD18FC0000009,9569.28,FCN,2018,unique,2018-only
HSCEMD17P00072,9600,SIRINA PROTECTION SYSTEMS CORP.,2018,unique,2018-only
70CMSD18P00000105,9659.31,ADVANCED DEFENSE TECHNOLOGIES INC.,2018,unique,2018-only
70CMSD18FC0000040,9691.9,FCN,2018,unique,2018-only
70CDCR18P00000071,9809,FIRE SAFETY SYSTEMS INC.,2018,unique,2018-only
70CMSD18P00000066,9875.64,JTF BUSINESS SYSTEMS CORPORATION,2018,unique,2018-only
70CMSD18P00000008,9900,"ACE PARKING MANAGEMENT, INC.",2018,unique,2018-only
HSCEDM17J00029,9900,"TCS INTERPRETING, INC.",2018,unique,2018-only
70CTD018FC0000079,10006.7,FCN,2018,unique,2018-only
70CMSD18FC0000034,10086.37,FCN,2018,unique,2018-only
70CDCR18P00000025,10149,"MARCON INTERNATIONAL, INC.",2018,unique,2018-only
70CTD018FC0000044,10256.95,FCN,2018,unique,2018-only
70CMSD18FC0000010,10411.95,FCN,2018,unique,2018-only
HSCETE08J00260,10495.02,ST NET APPTIS FIRSTSOURCE JOINT VENTURE,2018,unique,2018-only
70CMSW18FR0000004,10520,"LRP PUBLICATIONS, INC.",2018,unique,2018-only
70CMSD18P00000097,10657.7,"YOUNG SCALE CO., LLC",2018,unique,2018-only
HSCEMD16P00034,10700,"ORLANDO, CITY OF",2018,unique,2018-only
70CMSD18FC0000018,10753.95,FCN,2018,unique,2018-only
70CDCR18P00000106,10907.28,HAYNES SECURITY CORP,2018,unique,2018-only
70CDCR18P00000114,10984.5,NEW DIMENSION AWARDS INC,2018,unique,2018-only
70CDCR18P00000087,10999.04,HAYNES SECURITY CORP,2018,unique,2018-only
70CMSD18P00000029,11000,"GOVERNMENT TRAINING INSTITUTE, INC.",2018,unique,2018-only
70CDCR18P00000032,11060,"FEDERAL PRISON INDUSTRIES, INC",2018,unique,2018-only
70CTD018FC0000081,11525.04,FCN,2018,unique,2018-only
70CMSD18P00000036,11818.8,UNLIMITED STORAGE INC,2018,unique,2018-only
70CMSW18P00000011,11860,GOODCO MECHANICAL INC,2018,unique,2018-only
70CMSD18P00000067,11899.52,AMAZON.COM LLC,2018,unique,2018-only
HSCEMS16F00031,11978,CAPITAL SHREDDER CORP,2018,unique,2018-only
70CMSD18P00000030,12000,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,2018,unique,2018-only
70CMSW18P00000019,12000,"MANAGEMENT CONCEPTS, INC.",2018,unique,2018-only
70CDCR18P00000003,12012,INSTALLATION MORALE WELFARE RECREATION FUND,2018,unique,2018-only
HSCEMD16P00038,12049,"HILLSBOROUGH, COUNTY OF",2018,unique,2018-only
HSCETE08J00072,12050.78,WILDFLOWER INTERNATIONAL LIMITED,2018,unique,2018-only
70CTD018FC0000017,12210,FCN,2018,unique,2018-only
70CTD018P00000006,12374.92,"HAWAIIAN TELCOM SERVICES COMPANY, INC",2018,unique,2018-only
HSCEMD11J00035,12560.74,FAX PLUS INCORPORATED,2018,unique,2018-only
HSCECR16P00001,12600,"PUBLIC SAFETY & CORRECTIONAL SERVICES, MARYLAND DEPT OF",2018,unique,2018-only
HSCEMS17F00011,12608.45,JOHNSON CONTROLS SECURITY SOLUTIONS LLC,2018,unique,2018-only
HSCEMD17F00210,13140,INTEGRATED PARCEL NETWORK,2018,unique,2018-only
70CDCR18P00000090,13250,NEW TECH CENTRAL LLC,2018,unique,2018-only
70CTD018FC0000064,13394.56,FCN,2018,unique,2018-only
HSCEMD16P00112,13430.88,JTF BUSINESS SYSTEMS CORPORATION,2018,unique,2018-only
HSCEOP07FCL0403,13667,EMTEC FEDERAL INCORPORATED,2018,unique,2018-only
70CMSD18FR0000017,13788.52,"KUSAR COURT REPORTERS & LEGAL SERVICES,INC.",2018,unique,2018-only
70CDCR18C00000004,14000,"CONTINENTAL TRANSPORTATION SOLUTIONS, INC.",2018,unique,2018-only
HSCEMD16P00050,14100,FOLSOM SHOOTING CLUB INC,2018,unique,2018-only
70CTD018FC0000090,14153,FCN,2018,unique,2018-only
70CMSD18P00000006,14300,ASSET SECURITY TRACKING RECOVE,2018,unique,2018-only
70CTD018FC0000031,14392.32,FCN,2018,unique,2018-only
70CDCR18FC0000023,14395.5,"HERMAN MILLER, INC.",2018,unique,2018-only
70CDCR18P00000078,14400,INSTALLATION MORALE WELFARE RECREATION FUND,2018,unique,2018-only
70CDCR18FR0000060,14548.5,GEO MED LIMITED LIABILITY COMPANY,2018,unique,2018-only
70CMSW18FR0000057,14615,JOHN WILEY AND SONS INCORPORATED,2018,unique,2018-only
HSCEDM17P00011,14620,TONAWANDA SPORTSMEN'S CLUB INC,2018,unique,2018-only
70CMSW18P00000017,14622,"MODEL CONCEPT COMMUNICATIONS, LLC",2018,unique,2018-only
HSCEMD17P00083,14700,CALLYO 2009 CORP.,2018,unique,2018-only
70CMSD18P00000014,14800,"MESA, CITY OF",2018,unique,2018-only
70CDCR18FR0000067,14990.4,"JCT, INC.",2018,unique,2018-only
70CDCR18P00000021,15000,WOLCOTT GUNS INC,2018,unique,2018-only
70CMSD18FR0000026,15071.93,"ATHENS TECHNICAL SPECIALISTS, INC",2018,unique,2018-only
70CDCR18FR0000026,15076.86,"ABM FEDERAL SALES, INC.",2018,unique,2018-only
HSCEMR17P00007,15125,"TIFT, RICHARD T",2018,unique,2018-only
70CTD018FC0000033,15328.48,FCN,2018,unique,2018-only
70CDCR18P00000041,15360,DENVER HEALTH AND HOSPITALS AUTHORITY,2018,unique,2018-only
70CMSW18FR0000020,15655.64,"NOVA SOLUTIONS, INC.",2018,unique,2018-only
HSCEDM15F00034,15840,"LANGUAGE TRAINING CENTER, INC.",2018,unique,2018-only
70CMSW18P00000001,15900,INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,2018,unique,2018-only
HSCEMR12P00025,16097.4,"COXCOM, INC.",2018,unique,2018-only
70CMSD18FC0000033,16105.28,FCN,2018,unique,2018-only
HSCECR12F00016,16270.72,KYOCERA MITA AMERICA INC,2018,unique,2018-only
HSCEMD17P00037,16321,FAMILY FIRST 5 INC.,2018,unique,2018-only
70CMSD18P00000099,16800,COWBOY STREETLIGHT CONCEALMENTS LLC,2018,unique,2018-only
70CTD018FC0000096,17053.4,FCN,2018,unique,2018-only
70CMSD18FR0000028,17187.5,HANAPS ENTERPRISES,2018,unique,2018-only
HSCEMD14P00034,17624,CONVERGINT TECHNOLOGIES LLC,2018,unique,2018-only
HSCEMD08F00124,17812.5,NC4 PUBLIC SECTOR LIMITED LIABILITY COMPANY,2018,unique,2018-only
70CDCR18FR0000074,17880,PACIFIC LINK INTERNATIONAL CORPORATION,2018,unique,2018-only
70CDCR18FR0000038,17988.75,"W W GRAINGER, INC",2018,unique,2018-only
HSCEDM16P00043,18000,"ISLIP, TOWN OF",2018,unique,2018-only
HSCEMD17P00036,18000,"VILLAGE OF OAK LAWN, THE",2018,unique,2018-only
HSCEDM12P00090,18064.2,"NEO TECHNOLOGIES, INC.",2018,unique,2018-only
70CMSD18P00000007,18321.07,"SCI, INC.",2018,unique,2018-only
HSCEDM16P00081,18360,"KERN, COUNTY OF",2018,unique,2018-only
HSCEMD15P00027,18638,WOLCOTT GUNS INC,2018,unique,2018-only
HSCETE08J00424,18748.08,GOVERNMENT ACQUISITIONS INCORPORATED,2018,unique,2018-only
HSCEDM17P00017,18852,IMPERIAL VALLEY RIFLE & PISTOL ASSOCIATION,2018,unique,2018-only
70CMSD18P00000043,19250,HURON VALLEY GUNS,2018,unique,2018-only
70CTD018FC0000097,19383.8,FCN,2018,unique,2018-only
HSCETC08J00085,19438.22,ST NET APPTIS FIRSTSOURCE JOINT VENTURE,2018,unique,2018-only
HSCETE08J00436,19609.8,WILDFLOWER INTERNATIONAL LIMITED,2018,unique,2018-only
HSCEDM17P00058,19683,KRP DATA SYSTEMS,2018,unique,2018-only
HSCEMD15P00044,19800,SEATTLE POLICE ATHLETIC ASSOC,2018,unique,2018-only
70CMSD18FR0000010,19908,NTERONE CORPORATION,2018,unique,2018-only
HSCETE15P00007,19920,KRP DATA SYSTEMS,2018,unique,2018-only
70CIT018P00000002,20000,MARINUS ANALYTICS LLC,2018,unique,2018-only
70CMSD18P00000075,20000,"TRIMECH SOLUTIONS, LLC",2018,unique,2018-only
HSCEDM17P00042,20000,"SECURITY SOLUTIONS GROUP, L.L.C.",2018,unique,2018-only
70CMSD18P00000073,20087.22,"L3 TECHNOLOGIES, INC.",2018,unique,2018-only
HSCEMD15P00011,20196,"STATE POLICE, MICHIGAN DEPARTMENT OF",2018,unique,2018-only
70CTD018FC0000092,20288.8,FCN,2018,unique,2018-only
70CTD018FC0000063,20311.26,FCN,2018,unique,2018-only
70CMSD18FC0000028,20318.88,FCN,2018,unique,2018-only
HSCEMR14P00001,20367,"ACE PARKING MANAGEMENT, INC.",2018,unique,2018-only
70CTD018FC0000053,20905.08,FCN,2018,unique,2018-only
HSCETE17P00049,21006,KWIZCOM CORPORATION,2018,unique,2018-only
70CMSD18FR0000013,21427.71,"DOLLAR THRIFTY AUTOMOTIVE GROUP, INC.",2018,unique,2018-only
70CTD018FC0000043,21842.66,FCN,2018,unique,2018-only
70CMSW18P00000009,22000,"RISKLENS, INC.",2018,unique,2018-only
70CDCR18FR0000037,22223,BOSS INNOVATION & MARKETING,2018,unique,2018-only
HSCEDM15F00012,22368,"KLEMES FAMILY HOLDINGS, INC.",2018,unique,2018-only
HSCEMD10P00089,22660,BSE PERFORMANCE LLC,2018,unique,2018-only
HSCEMD10P00254,22712.01,VOLICON INC.,2018,unique,2018-only
70CMSW18FC0000069,22771.98,U S BUSINESS INTERIORS INCORPORATED,2018,unique,2018-only
70CTD018FC0000037,23074.88,FCN,2018,unique,2018-only
70CMSW18FACR00002,23389.17,UMBC TRAINING CENTERS LLC,2018,unique,2018-only
HSCETE08J00452,23415.24,ST NET APPTIS FIRSTSOURCE JOINT VENTURE,2018,unique,2018-only
HSCEOP07FCL0537,23634,GTSI CORPORATION,2018,unique,2018-only
70CMSD18FC0000039,23855.37,FCN,2018,unique,2018-only
70CMSD18P00000095,23898.72,PROGEND INC,2018,unique,2018-only
HSCEMD13P00013,24000,"AEROSTAR AIRPORT HOLDINGS, LLC",2018,unique,2018-only
70CMSD18P00000084,24260.28,"FEDCAP REHABILITATION SERVICES, INC.",2018,unique,2018-only
HSCEDM15F00067,24816.72,"BROWN POINT FACILITY MANAGEMENT SOLUTIONS, LLC",2018,unique,2018-only
70CTD018P00000014,24985,"RSTUDIO, INC.",2018,unique,2018-only
70CTD018FC0000045,25120.67,FCN,2018,unique,2018-only
HSCEMD16P00055,25550,"ANSI-ASQ NATIONAL ACCREDITATION BOARD, LLC",2018,unique,2018-only
70CTD018FC0000072,25611.02,FCN,2018,unique,2018-only
HSCEMS15F00005,25672,FPMI SOLUTIONS INCORPORATED,2018,unique,2018-only
HSCEDM15P00002,25999.2,CALIFORNIA HIGHWAY PATROLMAN'S CLUB,2018,unique,2018-only
70CMSW18P00000007,26490.3,"SAN DIEGO POWER, LLC",2018,unique,2018-only
HSCETC08P00021,26721,COGENT SOLUTIONS,2018,unique,2018-only
HSCEDM16P00045,26883,WORLD WIDE ENTERPRISES INC,2018,unique,2018-only
70CDCR18P00000095,27075,"MIL-COMM GROUP INTERNATIONAL, LLC",2018,unique,2018-only
HSCEMS13P00036,28000,"TECOLOTE RESEARCH, INC.",2018,unique,2018-only
70CMSW18P00000012,28052,"HELGEN INDUSTRIES, INC.",2018,unique,2018-only
HSCEMD17P00087,29000,MYSTAIRE INC.,2018,unique,2018-only
HSCETE17F00013,29470.56,JUSTICETRAX INC.,2018,unique,2018-only
HSCEDM15P00053,29648,UTAH COMMUNICATIONS AUTHORITY,2018,unique,2018-only
70CIT018P00000001,29876,"GO TO GROUP, INC, THE",2018,unique,2018-only
HSCEMR16P00010,29877.12,"C2G, LTD CO.",2018,unique,2018-only
HSCEMS08J00067,30043.94,ST NET APPTIS FIRSTSOURCE JOINT VENTURE,2018,unique,2018-only
70CTD018FR0000120,30524,"EXECUTIVE INFORMATION SYSTEMS, LLC",2018,unique,2018-only
70CMSD18FR0000093,30794,TECHNICAL COMMUNITIES INCORPORATED,2018,unique,2018-only
70CMSW18P00000022,30960,"TAILORED TRAINING PROGRAMS, L.L.C.",2018,unique,2018-only
HSCEDM17P00019,32000,ANGELES SHOOTING RANGES INCORPORATED,2018,unique,2018-only
70CDCR18P00000063,32592,"LIGHTHOUSE FOR THE BLIND IN NEW ORLEANS, INCORPORATED, THE",2018,unique,2018-only
70CMSD18FC0000029,32777.7,FCN,2018,unique,2018-only
70CDCR18P00000091,32824.8,"FEDERAL PRISON INDUSTRIES, INC",2018,unique,2018-only
70CTD018FC0000013,32925,FCN,2018,unique,2018-only
70CTD018FC0000029,33529.1,FCN,2018,unique,2018-only
HSCEMD17F00089,33572.7,AMERICAN EXPEDITING COMPANY,2018,unique,2018-only
HSCEMS17P00034,34306,"PALMER, PAUL",2018,unique,2018-only
HSCEDM16P00095,34350.86,"INFOCUS HEALTH, LLC",2018,unique,2018-only
70CTD018FR0000112,34495,"V3 GATE TEAM, LLP",2018,unique,2018-only
70CMSD18FR0000032,35220,INTEGRATED PARCEL NETWORK,2018,unique,2018-only
HSCEMS14P00011,36360,HULLIHENS LAWN CARE INC,2018,unique,2018-only
70CDCR18P00000096,36625,"ABM INDUSTRY GROUPS, LLC",2018,unique,2018-only
HSCEMS11J00084,36785.1,FAX PLUS INCORPORATED,2018,unique,2018-only
HSCEMD15P00078,37000,"IMPERIAL, COUNTY (INC)",2018,unique,2018-only
HSCETC15P00002,37161,"PACKET FORENSICS, LLC",2018,unique,2018-only
HSCEDM15P00021,37250,WOLCOTT GUNS INC,2018,unique,2018-only
HSCEDM16P00072,38280,HARTFORD PARKING AUTHORITY,2018,unique,2018-only
70CMSD18FR0000001,39583.21,"SIXT RENT A CAR, LLC",2018,unique,2018-only
HSCEMR15F00025,39722,"WICKLANDER ZULAWSKI AND ASSOCIATES, INC.",2018,unique,2018-only
70CMSD18FR0000039,39930,"LRP PUBLICATIONS, INC.",2018,unique,2018-only
70CMSW18FR0000044,40786.2,BLACK GOLD INDUSTRIES,2018,unique,2018-only
70CTD018FC0000080,42174.3,FCN,2018,unique,2018-only
HSCEMR15P00016,42643.56,J OLIVA TRUCKING,2018,unique,2018-only
HSCEMD16P00096,43128,LURK ENTERPRISE SOLUTIONS,2018,unique,2018-only
70CTD018FC0000077,44029.48,FCN,2018,unique,2018-only
HSCEDM15P00082,44939.12,"ARCOS DE ORO, LLC",2018,unique,2018-only
HSCEMR17F00024,45600,INTEGRATED PARCEL NETWORK,2018,unique,2018-only
HSCEDM17P00018,46000,"ABM INDUSTRY GROUPS, LLC",2018,unique,2018-only
70CDCR18P00000070,46868.04,DEMUS ENTERPRISE CORP.,2018,unique,2018-only
70CMSD18P00000078,46945,TENERGY CORPORATION,2018,unique,2018-only
HSCETE15P00048,46960,DESIGNSMITH LTD,2018,unique,2018-only
HSCECR13P00012,47417.68,"PROXDOSE RADIATION SENSORS, LLC",2018,unique,2018-only
70CTD018FC0000093,47550.03,FCN,2018,unique,2018-only
70CTD018FR0000106,47567.5,"V3 GATE TEAM, LLP",2018,unique,2018-only
HSCETE08J00053,47600,WILDFLOWER INTERNATIONAL LIMITED,2018,unique,2018-only
HSCETC17F00007,48560,AT&T MOBILITY LLC,2018,unique,2018-only
HSCETC17J00033,49676.22,VETERAN TECHNOLOGY PARTNERS II LLC,2018,unique,2018-only
HSCETE17F00026,49968,"RECOVERY POINT SYSTEMS, INC.",2018,unique,2018-only
HSCEMD09P00076,50850,LAYTON LANDSCAPING,2018,unique,2018-only
70CTD018FC0000071,51780.3,FCN,2018,unique,2018-only
HSCEMD16P00031,52259.4,CALLYO 2009 CORP.,2018,unique,2018-only
