award_id,recipient_name,parent_name,recipient_city,recipient_state,current_total_value,potential_total_value,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description,product_combo,company_combo
HSCEDM14F00011,Alutiiq Diversified Services,Afognak Native,Anchorage,AK,5135635.83,5573643.41,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,Facilities Maintenance Solicitation,Administrative Management||Consulting,Alutiiq Diversified Services||Afognak Native
HSCEMR15J00013,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,9085.29,9085.29,Mission Support Orlando,Mission Support,Computers,IT,Tie Equipment,Computers||IT,Anacapa Micro Products||Anacapa Micro Products
HSCEMS17J00172,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,30896.5,30896.5,Mission Support Washington,Mission Support,Computers,IT,Computer Equipment,Computers||IT,Anacapa Micro Products||Anacapa Micro Products
HSCETE13J00030,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,8693.35,8693.35,Information Technology Division,Information Technology,IT Maintenance,IT,Maintenance Renewal for HP Blade Servers,IT Maintenance||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000136,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,237693.84,237693.84,Information Technology Division,Information Technology,Network,IT,Servers,Network||IT,Anacapa Micro Products||Anacapa Micro Products
HSCETE16J00291,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,8917.99,8917.99,Information Technology Division,Information Technology,Network,IT,Web Application Firewall Product for the Student Exchange Visitor Information System,Network||IT,Anacapa Micro Products||Anacapa Micro Products
HSCEMD17J00109,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,3520,3520,Mission Support Dallas,Mission Support,Office Equipment,IT,Smart Card Readers,Office Equipment||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000039,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,10049.16,10049.16,Information Technology Division,Information Technology,Printers,IT,Computer Printers,Printers||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000072,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,6885.22,6885.22,Information Technology Division,Information Technology,Printers,IT,Printers,Printers||IT,Anacapa Micro Products||Anacapa Micro Products
HSCEMD17J00126,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,4088.93,4088.93,Mission Support Dallas,Mission Support,Printers,IT,Large Format Printer,Printers||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000041,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,3424.53,3424.53,Information Technology Division,Information Technology,Scanners,IT,Printers and Scanners Needed in the Detained Operations Program.,Scanners||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000085,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,16311.01,16311.01,Information Technology Division,Information Technology,Scanners,IT,First Source Equipment Contract # Tbd See shipping Template,Scanners||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000099,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,12810,12810,Information Technology Division,Information Technology,Scanners,IT,Scanners,Scanners||IT,Anacapa Micro Products||Anacapa Micro Products
HSCEMD17J00055,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,7890.75,7890.75,Mission Support Dallas,Mission Support,Scanners,IT,Supply of Sheetfeed Scanner,Scanners||IT,Anacapa Micro Products||Anacapa Micro Products
HSCEMD17J00092,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,2033.46,2033.46,Mission Support Dallas,Mission Support,Scanners,IT,Printers/Scanners,Scanners||IT,Anacapa Micro Products||Anacapa Micro Products
HSCEMR15J00014,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,5838,5838,Mission Support Orlando,Mission Support,Scanners,IT,Scanners,Scanners||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000008,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,42910.61,80332.65,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000009,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,47780.13,47780.13,Information Technology Division,Information Technology,Software Licenses,IT,Bomgar Software,Software Licenses||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000024,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,7380.79,7380.79,Information Technology Division,Information Technology,Software Licenses,IT,Firstsource Ii - Hubzone Socioeconomic Category- Exercise Option Period 1,Software Licenses||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000043,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,4500.54,4500.54,Information Technology Division,Information Technology,Software Licenses,IT,Cisco Catalyst and Accessories,Software Licenses||IT,Anacapa Micro Products||Anacapa Micro Products
70CTD018FR0000064,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,6751.1,6751.1,Information Technology Division,Information Technology,Software Licenses,IT,Fy18 Funding Renewal of 10 Software Licenses. Pop: 3/31/2018 - 3/30/2019,Software Licenses||IT,Anacapa Micro Products||Anacapa Micro Products
HSCETE14J00238,Anacapa Micro Products,Anacapa Micro Products,Oxnard,CA,9160.75,9160.75,Information Technology Division,Information Technology,Software Licenses,IT,IT Software Licenses,Software Licenses||IT,Anacapa Micro Products||Anacapa Micro Products
HSCEDM17P00019,Angeles Shooting Ranges,Angeles Shooting Ranges,Sylmar,CA,32000,48000,Detention Management - Laguna,Detention Management,Amusement,Sports & Rec,Firing Range Contract,Amusement||Sports & Rec,Angeles Shooting Ranges||Angeles Shooting Ranges
HSCETE17F00010,Annams Systems,Annams Systems,San Ramon,CA,33663.9,92165.58,Information Technology Division,Information Technology,Software Licenses,IT,Annual Sunflower Mobile Trak Site License Software Support and Sunflower Mobile Trak Server Software Support,Software Licenses||IT,Annams Systems||Annams Systems
HSCEDM12P00174,Aramark Uniform & Career Apparel,Aramark Holdings,Burbank,CA,22043.82,22043.82,Detention Compliance And Removals,Detention Compliance And Removals,Laundry,Apparel & Leather,"Mechanics Uniforms, Towels, Safety Mat Rental, and Cleaning Services.",Laundry||Apparel & Leather,Aramark Uniform & Career Apparel||Aramark Holdings
70CMSD18P00000026,Astrophysics,Astrophysics,City Of Industry,CA,66434,66434,Mission Support Dallas,Mission Support,Lab Equipment,Trade & Manufacturing,Purchase of A New X-Ray Scanner,Lab Equipment||Trade & Manufacturing,Astrophysics||Astrophysics
HSCEMR17P00003,Atkinson-Baker,Atkinson-Baker,Glendale,CA,8332.2,8332.2,Mission Support Orlando,Mission Support,Court Services,Legal,Court Reporting,Court Services||Legal,Atkinson-Baker||Atkinson-Baker
70CMSW18FR0000044,Black Gold,Black Gold,Oxnard,CA,40786.2,40786.2,Mission Support Washington,Mission Support,Remediation Services,Trade & Manufacturing,"Tank Removal - Camarillo, CA",Remediation Services||Trade & Manufacturing,Black Gold||Black Gold
HSCETC17J00007,Blackstone Technology,Blackstone Technology,San Francisco,CA,1344017.34,1378406.74,Information Technology Division,Information Technology,Databases,IT,DHS Docs Gots Correspondence and Task Tracking System Implementation,Databases||IT,Blackstone Technology||Blackstone Technology
70CTD018FR0000051,Blue Tech,Blue Tech,San Diego,CA,8909,8909,Information Technology Division,Information Technology,Cable & Wifi,IT,Edwosb Socioeconomic Category-Wireless Access Points,Cable & Wifi||IT,Blue Tech||Blue Tech
70CTD018FR0000045,Blue Tech,Blue Tech,San Diego,CA,10296,10296,Information Technology Division,Information Technology,Computer Accessories,IT,"Amb14800- New Acquisition to Purchase 22 New American Power Conversion Corp (APC) Uninterruptible Power Supply (UPS) Model Surtd5000Xlt in the Amount of $9,839.50",Computer Accessories||IT,Blue Tech||Blue Tech
70CTD018FR0000082,Blue Tech,Blue Tech,San Diego,CA,2497,2497,Information Technology Division,Information Technology,Computer Accessories,IT,Cisco Switches,Computer Accessories||IT,Blue Tech||Blue Tech
70CMSD18FR0000102,Blue Tech,Blue Tech,San Diego,CA,27300,27300,Mission Support Dallas,Mission Support,Computer Peripherals,IT,Supply of Computer Peripheral,Computer Peripherals||IT,Blue Tech||Blue Tech
70CTD018FR0000034,Blue Tech,Blue Tech,San Diego,CA,41979.97,41979.97,Information Technology Division,Information Technology,Computer Peripherals,IT,IT Equipment,Computer Peripherals||IT,Blue Tech||Blue Tech
HSCEMD17J00015,Blue Tech,Blue Tech,San Diego,CA,7360,7360,Mission Support Dallas,Mission Support,Computer Peripherals,IT,Storage and Backup Devices,Computer Peripherals||IT,Blue Tech||Blue Tech
70CMSD18FR0000030,Blue Tech,Blue Tech,San Diego,CA,8140,8140,Mission Support Dallas,Mission Support,Computers,IT,Supply of Hard Drives and Memory Modules,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000036,Blue Tech,Blue Tech,San Diego,CA,18751.9,18751.9,Information Technology Division,Information Technology,Computers,IT,Amb # 14808 First Source Equipment Contract # Tbd,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000054,Blue Tech,Blue Tech,San Diego,CA,16594.04,16594.04,Information Technology Division,Information Technology,Computers,IT,First Source Equipment Contract # Tbd,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000055,Blue Tech,Blue Tech,San Diego,CA,12550,12550,Information Technology Division,Information Technology,Computers,IT,IT Equipment,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000061,Blue Tech,Blue Tech,San Diego,CA,7475,7475,Information Technology Division,Information Technology,Computers,IT,Firstsource Ii - Hubzone Socioeconomic Category,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000067,Blue Tech,Blue Tech,San Diego,CA,12256,12256,Information Technology Division,Information Technology,Computers,IT,IT Equipment,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000079,Blue Tech,Blue Tech,San Diego,CA,14400,14400,Information Technology Division,Information Technology,Computers,IT,Computers First Source,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000080,Blue Tech,Blue Tech,San Diego,CA,5551,5551,Information Technology Division,Information Technology,Computers,IT,Edwosb Socioeconomic Category,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000081,Blue Tech,Blue Tech,San Diego,CA,3749,3749,Information Technology Division,Information Technology,Computers,IT,First Source Ii,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000086,Blue Tech,Blue Tech,San Diego,CA,11957.5,11957.5,Information Technology Division,Information Technology,Computers,IT,Edwosb Socioeconomic Category,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000087,Blue Tech,Blue Tech,San Diego,CA,12413.25,12413.25,Information Technology Division,Information Technology,Computers,IT,Hubzone Socioeconomic Category,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000091,Blue Tech,Blue Tech,San Diego,CA,12394.1,12394.1,Information Technology Division,Information Technology,Computers,IT,Hubzone Socioeconomic Category,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000097,Blue Tech,Blue Tech,San Diego,CA,14150,14150,Information Technology Division,Information Technology,Computers,IT,Edwosb Socioeconomic Category,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000100,Blue Tech,Blue Tech,San Diego,CA,10770.8,10770.8,Information Technology Division,Information Technology,Computers,IT,IT Equipment,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000117,Blue Tech,Blue Tech,San Diego,CA,44725.87,44725.87,Information Technology Division,Information Technology,Computers,IT,IT Equipment,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000135,Blue Tech,Blue Tech,San Diego,CA,77056.69,77056.69,Information Technology Division,Information Technology,Computers,IT,First Source Equipment Contract # Tbd See shipping Template,Computers||IT,Blue Tech||Blue Tech
HSCEMD16J00064,Blue Tech,Blue Tech,San Diego,CA,210240,210240,Mission Support Dallas,Mission Support,Computers,IT,Workstations Required for Homeland Security Investigations C3.,Computers||IT,Blue Tech||Blue Tech
HSCEMD17J00124,Blue Tech,Blue Tech,San Diego,CA,7773,7773,Mission Support Dallas,Mission Support,Computers,IT,Laptop Computer With Accessories,Computers||IT,Blue Tech||Blue Tech
HSCEMD17J00129,Blue Tech,Blue Tech,San Diego,CA,843875,843875,Mission Support Dallas,Mission Support,Computers,IT,Forensic Workstations,Computers||IT,Blue Tech||Blue Tech
HSCEMD17J00138,Blue Tech,Blue Tech,San Diego,CA,895000,895000,Mission Support Dallas,Mission Support,Computers,IT,Laptops and DC Adapters,Computers||IT,Blue Tech||Blue Tech
HSCEMD17J00145,Blue Tech,Blue Tech,San Diego,CA,28562.5,28562.5,Mission Support Dallas,Mission Support,Computers,IT,Computer Support Equipment,Computers||IT,Blue Tech||Blue Tech
70CTD018FR0000023,Blue Tech,Blue Tech,San Diego,CA,10200,10200,Information Technology Division,Information Technology,IT Maintenance,IT,Cisco Software Maintenance,IT Maintenance||IT,Blue Tech||Blue Tech
70CTD018FR0000025,Blue Tech,Blue Tech,San Diego,CA,364140,1092420,Information Technology Division,Information Technology,IT Maintenance,IT,Software Maintenance.,IT Maintenance||IT,Blue Tech||Blue Tech
70CMSD18FR0000029,Blue Tech,Blue Tech,San Diego,CA,19651,19651,Mission Support Dallas,Mission Support,Network,IT,Network Storage Device,Network||IT,Blue Tech||Blue Tech
70CMSD18FR0000051,Blue Tech,Blue Tech,San Diego,CA,163860,163860,Mission Support Dallas,Mission Support,Network,IT,Exxact Server Cluster Upgrade,Network||IT,Blue Tech||Blue Tech
HSCEMD17J00019,Blue Tech,Blue Tech,San Diego,CA,41850,41850,Mission Support Dallas,Mission Support,Network,IT,Network Storage Servers,Network||IT,Blue Tech||Blue Tech
70CMSD18FR0000083,Blue Tech,Blue Tech,San Diego,CA,24000,24000,Mission Support Dallas,Mission Support,Printers,IT,Printers & Support,Printers||IT,Blue Tech||Blue Tech
70CTD018FR0000032,Blue Tech,Blue Tech,San Diego,CA,6896,6896,Information Technology Division,Information Technology,Scanners,IT,Scanners,Scanners||IT,Blue Tech||Blue Tech
70CTD018FR0000060,Blue Tech,Blue Tech,San Diego,CA,15574.45,15574.45,Information Technology Division,Information Technology,Scanners,IT,"Cisco Catalyst, Printers, Scanners and Accessories",Scanners||IT,Blue Tech||Blue Tech
70CTD018FR0000084,Blue Tech,Blue Tech,San Diego,CA,12389.98,12389.98,Information Technology Division,Information Technology,Scanners,IT,Scanners Needed for Enforcement and Removals Processing Areas in the Philadelphia Aor,Scanners||IT,Blue Tech||Blue Tech
70CTD018FR0000109,Blue Tech,Blue Tech,San Diego,CA,3045,3045,Information Technology Division,Information Technology,Scanners,IT,Scanners,Scanners||IT,Blue Tech||Blue Tech
HSCETE17J00461,Blue Tech,Blue Tech,San Diego,CA,5527.6,5527.6,Information Technology Division,Information Technology,Scanners,IT,Scanners for Office of Human Capital Laguna Niguel Service Center,Scanners||IT,Blue Tech||Blue Tech
70CTD018FR0000014,Blue Tech,Blue Tech,San Diego,CA,13130,13130,Information Technology Division,Information Technology,Software Licenses,IT,Mail Inserter,Software Licenses||IT,Blue Tech||Blue Tech
70CTD018FR0000022,Blue Tech,Blue Tech,San Diego,CA,204000,204000,Information Technology Division,Information Technology,Software Licenses,IT,"Amb14779 - New Award for Tenable Security Center Licenses; $204,719.00; Pop 1 Yr From Award",Software Licenses||IT,Blue Tech||Blue Tech
70CTD018FR0000033,Blue Tech,Blue Tech,San Diego,CA,58917,122944,Information Technology Division,Information Technology,Software Licenses,IT,Informatica License Maintenance,Software Licenses||IT,Blue Tech||Blue Tech
70CTD018FR0000046,Blue Tech,Blue Tech,San Diego,CA,11073,11073,Information Technology Division,Information Technology,Software Licenses,IT,IT Equipment Hardware/Software,Software Licenses||IT,Blue Tech||Blue Tech
